378,800,2177
160,255,750
21,25,149
30,816,1667
435,807,1395
547,778,910
17,957,961
736,816,1329
13,586,768
15,41,473
230,2148,2166
47,471,484
23,2069,2166
30,223,1270
47,279,1217
482,730,1329
190,334,480
306,310,1162
3,796,2093
231,452,1364
944,2090,2117
235,312,441
435,479,2093
35,298,458
17,57,434
91,293,600
22,298,1147
13,91,1669
280,553,554
280,807,2277
520,1164,1165
3,1511,1553
875,1164,2022
151,229,532
1162,1163,2051
463,484,549
1164,2021,2277
149,547,1354
484,514,1164
161,242,953
190,547,965
242,444,1992
428,582,948
151,807,1226
10,2098,2099
13,348,1421
47,1226,2139
110,815,1329
289,815,1602
10,807,1234
13,2177,2180
3,56,807
730,807,1602
547,816,1551
378,807,1163
1,123,430
1207,1328,1403
17,963,1270
228,807,950
13,47,879
117,1271,2148
47,190,2142
0,1128,1492
767,1127,1238
1,207,386
206,510,2166
485,817,968
807,1960,2099
47,1580,2099
452,815,1133
225,963,1245
220,877,1494
3,807,1122
13,91,902
511,534,807
185,2066,2099
47,96,2098
298,452,1031
796,1553,2166
134,953,1575
289,2093,2096
307,547,944
13,511,948
341,1163,1164
1352,1502,1596
288,534,1084
207,484,1164
56,175,944
17,348,2139
65,86,595
506,807,950
137,1276,1456
47,1209,2155
57,975,977
15,280,1162
131,807,2144
121,123,768
473,484,768
10,210,334
774,807,965
149,176,520
520,532,842
161,440,520
206,1266,1661
534,1395,1506
149,271,807
210,570,1725
123,1421,2073
774,806,1329
131,2183,2186
17,83,1614
43,583,1270
17,1596,2092
216,1582,1608
161,162,1234
207,258,514
520,551,944
84,110,991
135,190,1164
1207,1208,1328
255,778,1553
43,126,444
42,280,1566
228,807,1395
43,161,1456
504,817,1268
307,488,1163
10,1163,1165
273,534,1602
19,215,444
92,103,1502
695,1494,1575
137,817,1115
13,67,259
580,1127,1493
463,1986,2136
57,136,876
334,484,505
58,209,2173
534,959,1270
210,807,2176
230,763,2195
68,1421,1456
4,275,451
43,1162,1164
26,547,948
185,2076,2081
482,1437,1438
778,1268,1456
137,985,1602
1501,2092,2100
3,294,444
151,534,882
103,136,1271
132,534,1667
534,807,1270
298,532,1633
83,92,128
325,2066,2160
486,807,1374
347,444,1128
486,807,2020
807,1127,1329
13,47,1501
285,520,950
190,2093,2098
965,1164,2098
175,1410,1512
185,2093,2100
19,44,190
38,280,807
162,520,1978
175,807,1270
137,807,1502
231,452,1164
48,576,582
608,620,2195
271,807,1163
1163,1334,2093
803,1162,2045
83,289,1133
19,129,1053
318,549,1377
70,1137,2166
78,161,1329
372,1350,2173
136,1162,1245
83,807,1095
298,807,1128
56,1124,1133
33,313,1078
1130,1502,1575
30,534,854
91,950,991
2,807,1163
242,336,803
1704,1795,2190
948,2102,2147
47,939,1127
19,258,650
47,649,973
650,953,1466
534,1612,2118
19,774,817
161,177,816
22,67,318
480,520,1245
212,807,1245
149,762,1162
807,902,1119
1,451,1596
149,985,2147
807,1053,1271
48,137,184
3,223,335
159,223,318
807,1163,2103
210,1270,1421
47,684,807
532,1276,1566
452,1456,1493
17,939,1163
385,389,2200
10,175,326
129,151,1456
175,1373,2099
15,484,1164
171,890,948
92,669,1368
13,480,532
430,1163,1456
247,273,452
298,434,532
275,807,1986
807,1165,2171
190,512,778
136,550,1164
19,259,444
13,106,553
47,58,84
38,175,802
463,1456,2231
161,267,948
184,209,2166
4,14,122
480,511,2166
17,503,768
162,430,2093
78,136,807
13,347,1276
19,587,1502
48,258,584
9,926,996
190,889,1163
103,473,2186
84,86,652
59,61,950
442,1331,1462
13,151,503
334,1329,1330
486,1163,1501
210,266,1116
196,739,2166
237,261,544
585,950,1126
30,1330,1380
149,210,2139
19,83,92
973,1245,1276
41,520,807
47,444,802
326,550,948
1162,1329,1502
9,817,1551
11,151,520
944,953,1234
803,807,876
175,514,520
532,807,1270
210,570,1238
175,188,1245
347,1123,2166
84,1116,2099
289,504,807
207,1164,1165
155,507,803
482,851,1164
3,307,807
488,549,1126
19,1329,1661
13,435,1127
331,430,537
4,219,807
46,451,1266
225,280,2175
430,1275,1391
553,1162,1163
807,939,1602
19,132,807
49,242,1502
3,161,1115
73,1536,1571
93,1093,1403
219,549,944
81,123,1644
210,807,2070
280,1116,1162
151,778,1508
190,463,1329
3,872,1275
529,1163,2099
1266,1551,1614
1417,1536,1571
520,946,948
452,465,2155
1276,2100,2166
1207,1417,2166
520,527,1245
169,807,2098
692,948,1162
46,1270,1395
548,948,950
48,397,484
473,1494,1575
46,948,1349
20,131,1243
500,532,803
13,919,957
161,767,807
91,1127,1456
207,543,1970
68,1127,1238
9,11,103
255,258,298
1961,2098,2099
149,184,534
161,1329,1456
17,79,1126
796,959,1345
551,948,2093
136,807,1270
525,534,1137
3,137,1115
59,550,948
174,767,2166
117,452,944
434,1200,2166
131,462,1331
486,875,2100
298,430,1451
38,807,1395
42,430,1250
47,807,1048
48,123,1123
175,570,1133
700,1164,2099
46,67,1466
484,807,1359
553,925,1238
84,105,948
123,244,442
188,520,1405
463,468,579
1575,1612,1614
67,162,1114
298,452,940
96,344,1576
576,582,1831
131,149,294
131,134,1456
47,171,957
19,224,1127
230,303,957
83,190,576
106,977,1128
17,188,803
444,549,2093
76,570,944
791,807,1502
807,1162,2136
190,231,298
1245,1329,1330
575,579,2264
47,944,2098
807,959,2090
11,84,1553
123,1129,1494
13,17,275
1506,1551,2166
619,620,628
0,44,1126
43,1163,1164
117,334,816
620,628,629
9,103,1593
386,1395,1612
123,820,2187
106,288,2163
534,816,963
547,1456,1553
1164,1612,2098
13,47,342
326,807,2100
67,219,275
103,586,2070
9,103,1421
125,313,2166
807,1163,2041
17,348,944
288,451,2066
462,948,1163
37,768,959
50,117,948
92,298,926
223,335,441
366,1046,2166
547,948,2090
48,493,807
44,80,803
796,953,1133
162,1126,1501
19,258,1380
1127,1238,1276
83,103,151
121,123,191
68,345,1553
484,1165,2167
1093,1150,1536
317,442,1602
117,452,473
19,582,1708
106,223,280
462,807,1163
19,944,1421
807,1162,2073
46,123,441
25,195,1468
83,957,1310
136,266,1575
83,184,944
807,944,1234
534,778,2100
547,948,1221
56,105,807
84,220,1457
151,2090,2183
587,688,799
11,223,244
179,205,226
1128,1129,1275
1162,1163,2114
534,1330,1575
15,57,207
73,1230,1536
220,228,1114
137,518,806
807,1163,1951
126,161,1551
83,463,1658
30,778,824
151,1416,1421
1129,1383,1421
944,1164,1234
70,117,184
430,444,1490
807,1325,1548
38,807,1329
137,435,1493
1270,1406,1466
626,763,1668
48,586,796
807,1165,1987
482,807,875
123,452,1373
307,519,807
14,442,1130
123,296,327
334,388,948
86,1133,1245
807,1133,1165
37,44,1566
231,452,1553
175,1271,1395
551,950,2124
484,692,1164
41,334,1329
17,348,887
13,645,1414
242,520,833
47,948,1167
547,1095,1640
134,210,2155
73,1230,1571
83,799,944
137,532,774
210,258,484
48,280,495
74,1270,1370
210,1116,1234
175,811,1133
430,815,944
298,590,1395
84,161,816
117,258,585
48,1093,1150
78,520,815
207,948,1376
161,480,1164
480,892,1163
61,136,151
430,1270,1281
110,480,2093
83,298,1202
334,520,1330
778,1164,1165
532,807,983
137,816,953
242,770,1276
17,1554,2177
132,553,1268
175,334,1115
46,223,1466
298,520,1466
75,190,1095
44,269,1307
30,137,225
85,807,2100
129,534,551
312,807,1462
534,803,1099
161,570,1330
238,669,1564
247,430,853
190,547,893
9,757,948
11,807,1162
47,957,1213
803,816,932
547,778,947
190,273,298
83,325,778
247,278,452
10,137,510
171,463,902
242,1147,1270
230,312,1462
298,1502,1557
957,1164,2099
452,558,973
3,47,564
184,367,1575
190,273,482
807,1268,1395
242,1116,1457
220,1121,1608
207,485,534
61,547,1163
13,17,503
46,242,1364
47,1128,1276
123,1466,1566
479,807,1163
219,242,802
2,231,452
1137,1278,1542
123,325,695
169,807,2231
28,194,222
13,242,957
473,878,2136
20,963,1126
78,289,2188
1127,1329,1551
48,551,2093
266,549,570
19,46,1329
294,425,807
47,807,2179
129,298,1127
110,463,1276
948,1164,1502
520,736,1329
303,564,778
103,110,1271
47,1476,2180
56,326,1580
562,581,1307
149,2066,2092
266,289,807
3,278,796
451,1377,1502
1421,1456,1575
13,134,2035
207,959,1468
131,1602,2166
9,1021,1520
11,30,253
17,83,1268
326,547,1334
13,110,210
131,184,289
79,923,1493
57,669,948
948,1268,2101
3,19,1531
4,215,223
14,230,258
13,26,807
123,298,600
1127,1271,1672
200,950,2166
326,520,950
255,1238,2069
807,1353,1602
514,1642,2173
155,330,1612
950,959,1580
151,258,383
48,169,1270
902,935,940
3,312,2187
484,878,1164
49,151,234
334,1111,1245
123,190,1126
151,627,1700
103,803,1329
807,957,1553
10,2098,2166
14,235,1275
520,1126,1270
131,1381,1492
41,307,487
219,818,1608
91,149,327
619,628,2195
452,687,1084
177,807,2147
442,1270,1502
47,183,2166
1120,2090,2166
42,1226,1553
161,175,1419
627,1329,1501
484,953,2066
520,1163,2095
242,279,430
17,451,1128
137,258,278
807,904,2166
175,553,985
43,175,816
134,195,1238
47,287,959
149,206,1126
46,219,520
83,92,1502
78,190,534
307,807,944
803,807,1468
875,1164,1965
123,312,430
298,900,1126
42,48,268
47,957,1133
126,137,1329
134,452,510
3,210,1553
223,444,1507
18,175,807
778,807,1502
334,551,816
20,608,1994
26,534,817
3,275,451
225,965,2093
83,95,931
210,485,1329
209,239,2166
326,963,1226
435,532,2166
13,575,2231
817,1276,1421
223,312,430
527,807,816
223,510,1602
1058,1270,1405
129,298,532
200,1333,1575
437,480,778
207,261,402
219,298,1427
11,219,452
503,1128,1351
175,212,334
47,897,1493
123,326,1114
224,520,1133
93,1403,1710
134,510,815
123,300,1130
91,534,953
13,520,1511
3,1130,2187
10,47,941
13,803,1252
149,807,1106
67,275,1502
129,242,1238
105,149,463
951,1162,1163
334,504,551
223,430,778
430,547,807
61,131,155
25,131,551
796,807,1433
16,137,242
19,1035,2067
20,207,268
220,1270,1580
20,451,1405
149,520,1270
534,1121,1257
482,485,534
47,948,2175
67,132,175
20,1150,1403
137,1114,1266
176,1492,1501
149,223,1460
49,195,807
318,327,1275
312,451,1608
1270,1276,1612
11,123,1377
730,807,1317
67,200,1145
47,463,585
17,430,778
582,584,1347
3,442,1457
117,580,2114
1352,1377,1531
155,973,1411
131,1329,1602
175,1330,1574
3,223,1421
32,1150,1208
807,1035,1462
134,550,2093
944,1115,1374
17,327,386
131,294,817
15,473,486
796,939,1315
629,631,2166
11,1329,1608
188,223,1502
223,547,816
556,1133,1501
3,175,228
47,151,2132
13,103,908
41,480,1365
430,439,1275
549,1330,1456
169,176,807
210,279,334
1114,1194,1271
1266,1602,1661
10,807,1963
585,1123,1421
1162,1163,2189
58,1126,1575
13,42,46
136,807,2144
570,1163,2093
9,81,1492
266,1685,2166
1128,1468,1602
14,484,1163
11,149,547
131,184,944
175,816,953
0,298,1091
42,124,959
175,518,1245
361,807,2100
86,298,817
47,151,487
9,927,948
70,452,2166
151,770,1217
149,225,550
231,452,1502
30,149,1162
307,1275,1626
129,322,1502
231,1128,1373
20,118,808
463,547,1329
807,1164,2202
1271,1566,1575
3,242,590
710,807,1329
83,452,925
123,151,327
175,817,965
185,271,1164
42,134,331
17,161,490
452,950,1154
176,520,1329
1602,2069,2166
334,1163,2021
133,1163,2158
11,20,42
482,2155,2180
73,1114,1417
4,67,1226
9,1494,2068
91,190,650
151,940,1309
17,768,959
1234,1852,2166
430,1124,1553
68,131,807
1116,1163,2093
17,548,1130
151,1270,1380
230,1121,1154
13,807,1466
1,259,444
480,943,975
123,1553,1626
43,534,1133
298,520,1468
807,957,1456
318,1275,2187
108,807,948
162,230,347
452,900,1520
520,532,806
35,399,953
216,219,242
81,123,534
310,585,2124
46,443,1270
435,661,1442
251,547,2099
1328,1403,2066
778,1421,1466
223,298,1354
123,1121,1553
91,953,1507
550,1566,1602
807,1164,1468
334,817,1111
155,1163,2093
534,807,1297
86,92,1164
37,326,948
1163,1953,2166
151,296,1421
129,223,298
93,534,2067
807,931,1163
904,1163,2277
271,1380,2083
325,442,1395
17,223,551
5,92,2166
175,326,1111
807,1986,2159
190,791,807
11,207,944
21,138,817
1093,1150,1403
788,815,817
162,551,953
46,1147,2158
334,1395,2100
547,807,1414
13,873,948
151,442,1354
13,582,1122
123,275,312
136,190,878
48,131,215
0,807,1164
13,210,2180
434,807,2093
444,1580,1608
13,471,1364
520,948,2132
242,529,807
13,904,948
19,807,2067
3,22,298
650,669,1351
451,590,1130
136,218,1114
161,473,1133
300,326,985
520,1129,1163
42,327,430
11,123,1133
872,1163,1164
68,91,833
312,430,566
13,17,307
90,1271,2069
13,19,110
1218,2077,2166
1163,1164,1421
25,556,817
42,59,950
532,944,1614
135,817,957
550,953,2115
46,778,1370
47,816,2092
233,347,430
123,190,1245
137,944,1580
175,1626,1662
190,935,1238
803,1329,1986
9,105,151
547,807,1551
289,495,807
91,629,1700
117,271,1147
117,151,582
13,1164,2130
799,1129,1130
47,151,1494
223,484,2159
13,463,816
484,2098,2151
807,1462,1706
511,520,953
763,765,1700
126,134,582
440,507,1329
81,161,770
1163,1329,2042
136,1501,1506
1238,1367,2166
25,486,2046
366,580,1033
161,1414,1626
92,1163,1164
1121,1128,1462
17,770,1119
225,1162,2148
430,1266,1502
47,590,803
334,501,1712
84,242,444
195,452,1245
334,534,1682
17,451,1658
80,242,2160
506,944,1421
318,807,1162
573,1306,2107
230,258,1502
430,799,1270
778,807,2095
83,688,996
17,873,959
578,585,959
480,802,807
190,268,473
79,452,2166
20,187,1410
91,295,600
149,463,872
123,273,305
298,1402,1596
149,266,512
19,482,2159
210,486,1667
74,298,2066
1164,1165,2136
1164,1334,2093
220,444,468
48,175,2095
520,807,2098
957,959,960
280,511,549
233,275,430
1116,1133,1270
9,551,2067
3,56,223
35,399,1575
1918,2070,2159
517,872,1133
520,1114,1352
268,730,1162
207,332,950
807,1470,2231
279,815,1511
1163,1602,1960
807,872,953
137,1330,1395
84,626,1795
13,185,307
47,86,1364
48,1163,1553
266,504,2177
298,385,2177
278,547,807
190,977,2139
84,86,570
48,807,2020
13,47,2096
334,386,1329
86,935,1351
2,13,46
242,815,1612
3,275,1520
547,815,953
151,212,486
1164,1180,2166
123,305,451
175,1493,2166
42,124,1266
975,1128,1725
86,224,2132
807,1456,2152
149,816,2045
124,151,449
15,261,2144
42,294,553
42,280,313
452,1339,1364
149,1164,1980
47,482,774
165,205,2173
59,80,1550
13,807,1309
46,219,318
86,298,910
68,103,853
223,266,443
430,444,549
273,807,1165
70,79,452
151,158,312
210,1164,1502
47,730,807
210,963,1252
948,961,2067
151,948,2132
42,136,953
136,1128,1245
83,160,428
175,430,444
534,796,803
81,134,175
137,547,1256
41,529,948
379,532,1128
20,2188,2190
121,123,1611
59,556,1245
49,944,1275
631,765,2190
1270,1352,1566
21,138,219
58,207,239
12,807,991
86,480,1095
136,950,952
161,650,1116
151,383,520
47,1163,1575
435,2180,2288
149,807,1380
92,807,1164
1278,1417,1536
1356,1553,1566
258,1128,1708
807,966,2231
463,549,1271
551,807,1575
16,20,208
13,1133,1429
161,440,815
16,149,1602
17,520,1270
452,480,1476
110,1124,1373
223,768,2177
123,271,570
123,188,219
807,904,1163
326,1275,1457
47,56,931
35,1276,1612
486,2167,2202
534,1128,1575
47,959,2067
463,807,2180
110,255,452
44,258,1373
155,162,1551
210,298,324
443,807,2035
190,872,2059
184,1492,2113
628,2081,2195
223,444,487
547,806,2099
12,374,1271
258,271,504
222,1162,1163
278,953,1502
30,807,1133
93,807,2090
13,778,1476
1276,1580,1612
149,266,736
161,242,720
444,796,803
48,83,953
151,162,1551
486,1442,2277
815,957,1602
65,92,595
123,378,807
86,803,932
796,1165,1614
58,255,452
91,991,1137
520,547,2183
466,807,1164
190,437,2136
1164,2132,2134
136,485,1163
91,151,347
151,799,1421
83,452,963
19,190,1119
4,219,1114
42,195,1607
889,893,2159
56,83,799
48,149,550
1395,1438,1479
486,556,1162
308,532,534
529,1329,1501
190,1163,2189
13,2139,2142
67,1494,2173
318,1121,2035
452,463,465
1,20,1114
91,552,944
112,298,311
35,520,815
3,279,1133
3,2119,2166
778,807,957
48,1162,2132
435,802,1234
134,1245,1266
47,110,1421
247,1364,1518
149,520,2087
1700,1795,2076
13,242,426
223,326,803
228,807,1162
502,551,2035
807,2177,2183
242,1154,1357
215,582,791
83,452,911
397,1162,1163
42,807,1158
175,220,948
30,188,2188
807,880,1164
1129,1457,2166
3,43,1493
1207,1535,1571
207,367,2173
553,816,817
230,344,1121
30,806,2100
137,495,534
41,836,2067
948,1164,1456
3,190,430
117,288,2231
802,2098,2099
803,875,1164
19,334,800
225,261,2136
134,275,280
778,939,1672
534,553,1712
340,1350,2173
126,486,1380
730,817,1329
149,1133,2183
549,1230,1542
137,807,966
807,1380,2098
444,1270,1354
397,553,957
136,275,963
356,1128,1421
129,151,453
13,551,1575
534,553,948
312,1281,1531
1133,1329,2092
796,1432,1448
43,242,1580
151,267,1421
300,807,948
1582,1626,2073
190,968,1163
1618,1668,2076
13,17,1501
289,480,1164
344,796,807
807,1163,2063
950,1116,1492
9,184,280
47,1071,2132
86,1536,1710
30,326,1712
1093,1536,1571
206,219,807
1079,1129,1626
25,59,2090
551,807,1551
654,807,1310
395,807,2166
59,175,2158
140,550,807
334,1162,1245
241,443,570
4,67,318
151,342,807
334,807,1137
151,275,1997
129,1145,1395
190,266,802
817,1245,2115
549,1114,1329
267,428,778
13,815,1038
547,816,1468
386,430,2187
195,206,1596
190,1373,1580
17,957,1986
480,807,1035
59,212,1268
13,47,307
20,151,369
13,473,1602
47,778,2100
137,161,345
534,914,1351
59,162,463
17,35,1492
803,807,1575
210,1329,1492
10,1164,1165
86,1008,2166
103,1128,2070
19,137,959
123,444,1685
486,556,1245
525,1287,1405
85,1164,1234
4,242,1553
2073,2177,2231
1329,2099,2185
1164,1380,1551
13,47,924
86,473,1580
610,629,765
42,529,1501
1084,1128,2127
803,833,948
444,803,1238
486,807,2024
83,106,2196
46,1217,1462
136,238,550
238,807,1164
41,47,1035
534,802,2288
47,802,2095
41,866,948
58,255,2115
19,816,1329
37,334,807
48,136,1987
480,807,2098
877,1476,1493
803,948,953
9,547,948
219,807,959
175,185,807
20,575,2173
155,803,1133
486,685,2167
303,510,565
544,1101,1509
778,807,1276
280,534,947
176,807,2099
288,807,1164
223,267,334
325,1492,2166
486,1163,2134
190,513,807
137,1501,2100
83,480,913
31,67,234
1116,1245,2093
13,80,720
78,1163,2093
3,223,842
298,520,953
294,318,1114
13,1234,1270
50,103,1494
184,582,1126
123,1602,1706
872,2131,2231
484,1268,1330
35,54,137
149,807,1080
123,534,1115
86,255,914
451,1145,1457
1115,1163,1164
84,452,1012
11,91,1126
48,553,1273
37,547,963
280,802,948
434,532,2115
944,1946,1949
443,807,1128
288,473,1271
242,298,1456
529,948,1268
294,1163,1164
4,463,923
161,518,815
807,1256,2231
86,137,1602
288,348,988
296,473,1128
1127,1207,2166
67,1226,1551
136,267,1164
20,175,317
137,334,1331
48,334,2231
14,129,1405
47,151,259
1253,1668,1795
169,807,2100
131,510,963
807,2119,2166
151,234,318
768,873,902
238,486,549
42,289,484
220,1162,1163
136,965,1602
89,190,944
778,900,925
228,816,1226
768,807,1163
151,510,796
778,902,1123
44,452,932
1163,1164,1456
30,807,1129
65,96,111
487,551,948
37,123,444
13,1163,1456
47,1553,1612
47,134,1501
280,348,1164
67,155,1612
175,730,807
902,2155,2231
5,45,1271
102,117,1271
49,175,216
136,807,872
765,1132,1668
1127,1276,1329
20,68,1508
575,586,1374
736,807,1245
86,162,210
185,473,1185
210,485,1600
307,326,807
1116,1234,1612
190,452,2131
175,807,1965
223,547,2183
3,121,218
1115,1164,2099
1253,1700,1795
81,131,210
3,504,2166
487,970,2159
131,177,817
39,959,2099
161,520,2139
59,578,1133
67,216,220
219,1130,2035
843,2131,2166
188,305,441
136,807,1159
58,207,255
84,463,877
136,162,807
83,1025,2099
17,175,511
48,1727,2231
442,1466,1712
534,548,815
149,326,520
3,307,1955
13,17,1129
149,228,768
318,807,2093
49,334,815
768,959,2139
817,1266,1328
550,1727,2231
67,79,1128
549,807,1986
13,56,1566
184,207,514
1,2087,2088
137,2173,2176
807,1310,2231
13,151,332
149,298,1395
83,116,293
1329,1395,1502
273,534,1162
17,46,131
347,948,953
129,298,1310
9,66,1167
83,923,1706
244,317,443
175,268,950
1163,1310,1380
444,1357,1608
169,564,568
134,2092,2147
151,347,348
242,442,818
807,1257,2136
20,218,451
1164,2076,2190
248,944,2093
259,1377,1566
149,953,1331
1116,1612,2155
44,452,473
904,2100,2231
48,473,2147
46,151,347
807,1092,1164
129,576,582
1133,1329,1512
151,1114,1331
223,230,1352
482,1164,1986
29,547,823
79,175,2066
806,2132,2231
14,42,326
149,386,1407
149,326,1115
136,207,540
54,1121,1367
151,570,807
547,946,948
411,537,1712
57,207,261
103,188,1271
42,241,444
30,318,584
778,803,1114
273,486,534
117,1649,1710
47,130,944
131,430,817
151,1164,1985
35,255,1238
312,815,1133
957,1164,1165
47,96,463
3,46,953
312,452,1520
137,190,197
13,47,367
312,520,1276
34,340,1350
20,35,54
86,479,1238
15,1329,2098
155,190,303
17,123,1370
210,904,2139
1,20,585
84,807,1329
207,2090,2175
289,1116,1271
97,117,298
376,486,1164
230,275,2119
30,534,1133
553,817,1602
17,1414,1502
3,149,253
258,585,948
13,549,1270
361,948,2100
47,520,1310
534,645,1164
129,137,1276
950,961,1393
444,770,1079
1093,1230,1536
935,1165,2093
117,131,2195
223,815,2088
31,242,495
20,529,1602
13,529,2158
49,1381,1602
131,771,807
815,2100,2158
169,273,948
13,220,807
796,1436,2129
83,190,1579
225,511,520
444,959,1493
190,280,1614
4,134,1531
529,1111,1502
17,210,2180
161,207,225
2,92,1128
149,225,1395
549,550,1395
175,838,1329
13,482,1575
242,1271,1359
2,17,504
806,953,1502
20,582,1058
278,511,1128
1114,1271,1457
103,510,807
105,660,661
175,965,1329
242,815,1133
17,807,904
242,1145,1154
1163,1164,2169
136,1329,2159
1618,2076,2190
155,525,1270
86,452,944
56,136,2066
131,466,825
280,552,1126
802,807,1162
20,439,1266
103,493,2139
3,335,1270
296,1147,1266
493,1029,1048
504,1127,2115
175,190,466
2073,2090,2119
42,190,1120
1502,2118,2172
59,1165,2093
84,911,937
151,486,728
136,807,2159
38,549,1162
13,378,1531
1395,1507,2166
255,1490,1502
46,223,582
134,1163,2158
803,1234,2118
137,231,2099
224,1121,1145
778,807,2021
110,298,1373
20,1133,2088
550,807,2100
210,768,2131
86,1507,1990
151,171,271
190,585,1311
146,1234,1501
43,190,553
25,137,268
132,175,1133
78,1163,2115
161,334,1494
552,807,1163
482,1164,2199
807,1329,1506
139,807,815
2087,2090,2177
17,807,2183
427,1164,1658
