210,1329,1501,1506
56,137,289,1165
149,816,1275,1672
123,258,1275,2087
13,520,768,1380
220,223,439,1275
43,326,816,1331
13,872,2158,2180
43,131,1163,1164
84,190,298,833
149,534,550,563
223,230,1122,1352
3,220,443,451
482,807,1164,2167
54,103,190,434
496,1163,1164,2021
155,1245,1511,1661
14,49,1512,1528
68,184,1137,1502
131,242,582,1427
46,220,1147,1238
47,463,587,650
480,482,2155,2231
175,289,807,953
136,184,303,2173
25,137,190,261
815,1133,1271,1655
123,188,242,1438
3,799,1304,1661
224,998,1092,2069
128,298,1238,2066
463,1271,1520,1531
43,223,280,1135
816,1164,2099,2183
47,175,816,1456
46,130,223,326
3,1128,1129,1566
547,807,948,964
25,136,176,287
20,67,151,2035
553,803,1468,1575
294,430,451,770
67,123,242,1266
151,966,2131,2231
47,807,903,2093
137,212,266,549
3,219,451,1457
3,20,91,858
133,532,1163,1329
13,326,551,807
46,532,807,1421
207,223,534,547
58,215,495,506
175,520,833,944
56,131,1329,1602
1093,1150,1531,1571
220,807,1114,2231
15,225,266,298
11,123,948,1352
3,126,444,803
48,162,1329,2099
763,2076,2166,2190
220,1114,1129,1462
78,127,162,210
151,278,1271,2127
175,807,2014,2090
131,162,529,1245
13,161,2131,2166
184,397,817,950
20,123,1405,1502
3,215,266,280
237,1986,2021,2167
128,161,463,807
19,46,342,1329
480,1271,1596,2196
48,78,136,149
149,872,950,1234
20,67,312,1270
123,159,430,1121
78,190,210,799
149,817,1359,2166
13,1164,2014,2139
223,452,1129,1238
482,807,872,965
215,796,1130,1512
234,1270,1352,1502
137,280,559,1329
47,807,1502,2139
334,1163,1329,2183
47,463,1310,2231
43,67,210,1145
803,807,1490,1551
129,184,532,723
1031,1127,1359,1364
155,394,507,1612
13,807,902,939
67,318,451,1145
307,1162,1163,1165
815,817,1245,1419
242,303,318,950
444,451,1128,1352
13,47,110,940
46,175,1329,1501
149,520,807,1121
67,83,425,1391
59,518,817,1133
169,185,480,911
46,1119,1373,2166
807,1245,1329,1330
151,230,312,1611
10,190,486,2094
484,486,1164,2198
91,768,1245,1329
157,180,196,339
207,242,534,1553
35,487,799,1164
547,1163,1164,2059
1145,1207,1328,1662
83,219,1395,1457
3,220,430,1405
83,92,768,1502
123,369,953,2166
1163,2098,2099,2155
9,149,807,1421
151,444,1127,1145
20,334,1329,2082
61,137,207,1163
47,131,190,1031
175,473,549,2136
11,123,230,1502
1281,1329,1551,1554
91,267,815,1395
7,175,950,1126
13,47,586,802
480,484,1164,2093
11,803,1114,1329
56,155,803,815
534,803,807,1566
134,547,953,1612
151,188,242,480
195,326,585,1329
17,175,1531,1551
312,430,520,2187
13,778,807,957
701,1437,2052,2166
161,303,334,807
123,223,434,1271
131,807,1133,1602
149,434,1164,2101
132,292,334,1163
67,84,818,1147
47,210,881,1133
110,219,223,1114
3,149,807,1162
123,151,444,1575
49,67,151,318
11,317,520,807
96,344,807,2166
216,378,506,1032
258,441,817,1419
486,511,807,1985
13,84,151,1502
1164,1245,1329,1419
959,963,1330,1395
3,444,1421,1443
430,1114,1548,1602
151,378,1331,1626
25,59,1163,2090
103,1271,1329,1602
42,520,1121,2166
19,151,451,1352
21,223,312,451
129,807,1164,2093
10,484,1163,2093
807,1442,1884,2166
78,137,935,2166
35,103,444,2163
11,19,123,223
136,210,547,1226
151,280,1115,1276
278,334,807,959
817,1133,1245,1370
123,223,1275,2094
131,215,444,807
47,137,1013,2180
3,223,332,444
220,430,1138,1270
307,807,944,1162
43,219,312,451
3,67,220,294
13,83,453,1373
3,1329,1352,1502
486,547,948,1985
807,817,889,1163
47,210,778,1468
19,123,136,1238
123,151,223,1370
149,210,807,965
161,520,807,985
774,807,2093,2098
239,298,311,324
216,219,443,1457
3,532,570,807
190,211,348,791
67,149,534,778
520,817,1127,1330
803,1111,1329,2166
151,242,1147,1554
215,317,817,1575
38,210,334,1245
83,92,137,278
175,529,807,1468
190,807,912,1986
46,188,305,451
136,223,1031,1580
123,815,1329,1502
136,285,313,334
110,190,768,1116
3,49,335,444
210,390,1111,1612
244,325,534,807
149,547,1334,2166
3,49,223,556
92,255,455,948
129,312,815,817
488,807,944,1380
68,103,1137,1350
165,205,227,1350
83,948,1270,2166
137,223,1377,1554
32,117,1150,1403
19,137,520,570
440,807,1329,2099
4,215,1395,2187
255,532,1359,2166
1238,1270,1275,1502
47,1421,1575,2180
230,1162,2098,2099
48,61,534,778
134,213,547,778
20,242,1466,1582
3,131,770,2166
67,444,506,1377
715,816,2166,2173
123,444,1352,1502
1163,2093,2169,2172
13,134,570,807
41,45,47,948
49,334,1121,1502
84,86,1602,1614
13,184,1047,2067
463,807,1234,2021
3,123,443,2066
510,534,1553,2187
207,948,1128,1415
126,149,816,948
151,1243,1383,1492
506,549,807,950
59,386,807,2231
278,816,1276,2099
43,151,1050,1531
47,48,49,807
123,220,1114,1406
443,807,1116,1329
547,803,948,953
151,298,1281,1502
334,1164,1330,1551
19,207,817,2166
19,123,1270,1275
298,452,1084,1520
219,1114,1245,1502
529,1163,1164,2099
3,11,803,1147
13,47,486,799
279,452,534,553
231,1084,1257,2099
17,35,948,1123
3,216,223,2187
162,520,547,953
547,549,944,1116
57,298,428,1085
334,556,815,1133
482,1111,1163,1164
131,1271,1492,1502
137,549,816,1329
520,948,1114,2093
47,334,551,816
137,816,1270,1662
44,1194,1275,1307
149,534,948,1507
123,244,271,1440
778,816,1234,1501
3,134,223,267
176,807,1164,1329
326,807,1164,1165
90,1364,1373,1451
79,452,944,2066
441,807,2083,2175
185,807,939,1164
61,81,1133,1245
327,1125,1130,1145
210,425,1419,2166
15,61,280,807
75,136,807,1163
334,520,807,951
220,312,1114,1270
48,230,959,1162
56,175,553,1506
342,796,807,1163
303,549,963,2100
149,212,547,950
92,303,807,1711
626,765,2076,2195
131,162,803,1276
184,242,851,996
155,211,532,1245
549,817,963,1502
220,817,1115,1133
10,61,807,1164
334,953,1270,1329
534,2094,2099,2182
43,123,1130,1411
123,223,377,806
151,1124,1553,2094
38,807,948,2093
137,210,267,963
47,151,482,781
177,486,807,1164
175,523,547,948
149,348,807,950
774,963,1553,1672
59,817,1612,1614
35,136,210,807
92,117,1128,1361
151,806,948,953
219,230,1270,1531
17,549,2070,2166
20,86,495,1394
91,957,1035,1329
289,444,1330,1551
134,280,1163,1551
807,1162,1163,1421
169,175,210,334
4,123,244,1352
175,266,803,815
13,348,796,1438
551,807,1163,1501
19,258,807,1352
803,807,1077,1245
807,1163,1328,1329
117,288,948,1164
49,444,803,1500
14,126,131,430
86,151,1352,2115
520,736,816,1329
149,547,778,1128
67,218,1114,2035
103,132,803,948
67,219,1457,2166
81,123,242,1271
20,43,347,1147
464,1091,2131,2166
815,985,1329,1602
123,223,1121,1154
267,1164,1329,1501
79,985,1163,1373
950,953,1164,1953
43,67,129,298
13,17,292,347
443,473,807,948
807,833,931,1315
298,532,1267,2166
86,334,1234,1602
57,190,298,768
49,223,312,335
20,123,220,1395
73,190,1571,1649
17,1432,2196,2231
2055,2093,2099,2183
480,2067,2136,2139
117,298,1395,2166
47,803,1421,1422
244,258,278,317
161,175,242,532
486,807,1163,1268
48,271,1163,2093
175,463,1331,1602
230,444,451,1352
486,807,1164,1310
486,1164,1961,1975
13,47,807,1613
175,266,435,950
155,211,807,1162
732,1163,2098,2099
807,1042,1163,1164
190,768,807,1163
42,223,1114,2035
175,507,1133,1457
435,520,1133,2166
210,223,817,1270
20,123,440,807
1238,2092,2166,2177
137,807,1035,1602
13,47,893,948
92,190,463,914
154,190,486,553
103,132,280,817
149,486,819,1164
1163,1395,1492,2067
802,807,1163,2183
486,1986,2045,2099
48,452,687,950
56,825,1116,1276
134,292,534,807
59,556,815,1501
86,551,1163,2166
41,484,1164,1165
43,273,482,807
807,948,1238,2166
123,137,482,902
47,637,2166,2180
56,190,463,957
480,774,807,2098
137,275,815,816
17,131,294,444
49,123,1266,1270
713,1163,2093,2177
61,123,443,1551
334,803,806,1614
47,950,1164,2170
3,151,451,799
1164,1330,2093,2183
484,948,1123,1164
13,551,948,1531
19,134,807,1163
551,1164,2099,2183
81,164,241,1326
484,730,807,2099
486,807,1163,2047
13,210,959,1252
47,799,807,816
175,1128,1133,1602
807,817,1163,2183
510,1124,1270,2187
13,151,948,1275
3,13,49,266
1133,1226,2100,2231
175,549,807,816
47,307,482,807
817,1126,1226,1507
190,231,279,985
17,807,957,1137
13,295,334,532
123,216,318,1275
137,378,547,950
315,807,1162,1985
210,234,479,534
136,161,730,1133
13,534,893,2139
68,258,266,950
223,242,1252,1406
48,56,266,486
279,553,606,807
15,261,1170,1828
312,1145,1352,2187
129,190,2125,2166
30,67,271,1266
56,138,223,289
878,1252,1374,2136
619,620,2076,2195
136,486,1245,2167
149,977,1602,2098
136,307,571,948
15,185,807,1164
123,1270,1352,1553
154,432,445,2162
175,312,327,1329
61,155,210,223
137,298,816,1276
334,532,807,963
280,807,1987,2167
61,195,1116,1329
136,774,1163,1245
47,807,2095,2183
816,957,1165,2147
452,1270,1520,1596
435,807,816,953
266,278,778,1270
0,137,534,807
393,807,1163,2093
91,136,1133,1276
157,180,196,340
3,1126,1369,1559
3,736,1395,2166
13,463,802,2180
149,169,547,778
46,151,244,298
47,95,137,2067
161,570,948,1395
326,2093,2098,2099
164,347,444,789
123,219,430,796
9,815,950,1614
123,326,948,1270
18,123,188,1315
137,271,1111,1116
117,1081,1121,1270
347,796,1107,2177
47,190,959,1124
484,778,1164,2169
79,833,1127,1579
307,425,1266,1596
231,430,1162,2166
13,17,1163,1310
59,1124,1133,1245
298,687,1332,1373
139,331,803,1270
484,950,953,2132
86,807,910,1520
223,1121,1130,2035
807,1162,1164,1987
430,807,1162,1163
56,137,578,1133
151,452,1266,1329
30,103,318,816
13,110,151,2231
482,511,807,1126
230,1124,1352,2187
20,188,487,1128
5,15,514,948
67,175,210,294
4,42,807,2117
149,275,430,520
13,47,454,948
423,576,578,1307
3,61,175,211
807,1162,1163,1245
131,289,815,1133
484,486,692,1164
25,59,67,242
452,1128,1520,2066
13,428,463,807
529,815,1395,1574
484,2087,2093,2099
83,298,452,890
137,513,547,807
268,791,807,959
258,534,803,872
136,176,807,2099
175,207,953,1566
34,196,1218,2166
162,520,1221,1329
56,210,1197,1551
132,190,484,959
149,529,1419,1551
129,134,807,815
799,807,1163,1164
13,47,514,534
547,951,1164,1602
121,175,817,1116
318,816,1116,1612
123,1127,1238,1331
238,334,534,1712
486,1126,1162,1164
280,807,1163,2020
91,669,991,2166
47,334,806,1245
78,1163,1502,2231
59,123,175,1133
84,815,1133,1226
41,137,774,815
17,19,549,1373
807,1163,1501,2099
0,103,117,582
3,151,441,1121
223,484,1164,1275
0,47,807,1602
194,1162,1163,1986
1373,1419,1507,1520
807,1164,1165,2171
160,807,1163,2136
1,151,220,1127
255,261,434,452
48,547,957,1667
4,123,1270,1502
484,493,1163,2098
266,948,1238,1559
134,807,1502,1580
75,149,334,1359
318,378,1329,1502
42,190,211,1329
13,540,549,807
15,266,778,807
123,280,576,582
11,123,219,278
520,534,815,1466
134,1163,1226,2093
184,807,2068,2095
501,807,1052,2099
175,950,1164,1551
13,151,1051,2136
47,802,807,2231
15,817,1133,1329
210,1238,1502,2136
47,190,1230,1710
162,195,807,1126
520,807,1130,1163
30,48,149,225
435,807,1163,1165
47,151,353,504
13,47,473,1602
47,280,551,553
123,151,1331,1352
20,43,127,767
0,91,1328,1403
778,1164,2098,2099
326,816,1114,1551
15,778,807,1163
807,1164,2095,2166
42,136,953,1162
237,280,807,1164
807,997,1162,1163
30,48,190,770
175,334,816,1128
151,807,1163,1169
423,562,575,582
335,803,807,1501
38,520,807,1329
443,582,948,1163
11,42,136,532
86,778,1127,1367
223,303,1127,2066
41,136,510,565
626,2076,2166,2190
185,190,768,802
123,151,188,296
551,816,817,1501
59,105,161,1133
136,480,803,807
796,807,1163,2277
137,505,807,1329
123,430,520,1391
547,816,948,2093
480,1338,1373,2136
473,547,948,1456
803,948,1163,1614
280,486,807,963
11,212,817,1126
1163,1165,1986,2167
230,452,1245,1329
807,1164,2100,2134
692,2093,2099,2183
303,547,953,1307
807,944,957,1252
175,532,963,1329
149,807,940,1164
136,149,162,175
230,1163,1164,2183
944,1163,1164,1985
275,807,2099,2183
266,803,807,817
347,578,1128,1281
137,730,803,807
41,45,103,117
47,171,480,802
137,190,441,570
1116,1395,1492,1612
275,948,1163,1986
13,161,169,176
19,37,279,1329
129,151,590,1124
1164,2093,2095,2099
165,207,723,2166
19,258,2007,2177
378,520,807,2099
136,547,948,1414
37,223,244,444
273,807,1162,2098
42,228,1329,1501
149,451,807,1329
92,103,1128,2070
48,132,134,547
67,123,441,966
564,778,1128,1529
210,550,778,815
280,948,950,1133
957,1163,1165,2231
136,169,807,2100
47,132,175,223
297,486,1164,2021
9,200,367,1218
70,613,631,1493
14,235,1275,1706
161,484,553,816
117,278,1021,2112
48,547,807,2277
137,815,944,1377
210,1116,1501,2118
1116,1329,1419,1602
13,136,549,1245
366,451,977,1373
48,939,944,1373
43,84,442,1145
123,137,443,1551
78,334,807,1602
59,318,334,1329
210,1421,2166,2173
91,768,1226,1502
444,520,1120,1520
48,175,513,1164
1,188,210,875
534,807,1602,1674
175,334,520,904
137,326,2093,2098
149,948,950,1121
92,934,948,1334
175,1111,1163,1551
137,210,1163,1331
136,137,330,807
47,334,442,1602
242,452,1276,1520
175,289,807,2092
298,532,1329,1712
149,336,534,1127
430,1270,1351,1456
42,161,162,242
13,348,382,2166
175,210,778,1276
43,123,151,582
3,35,520,1147
175,444,1145,2187
1133,1162,1163,1245
19,56,190,1226
136,137,266,1725
92,294,552,807
765,1795,2081,2195
13,326,520,2070
9,130,452,911
326,1165,1226,2093
807,1163,1164,2019
17,151,948,1334
190,487,547,778
129,190,298,1127
280,307,817,1566
700,807,1163,1164
220,1114,2115,2166
224,1032,1035,2166
334,803,816,1270
807,959,1712,2100
175,280,944,1245
25,175,485,1276
1163,1164,2020,2099
47,482,774,807
803,807,2147,2172
61,169,1163,1164
123,234,1121,1352
1133,1226,1612,1727
128,190,298,434
206,223,520,1266
103,134,807,1163
514,796,816,1373
212,258,948,1226
20,280,950,1130
47,162,807,957
137,807,1380,1395
19,83,1009,1190
280,1164,1985,2019
3,11,219,244
47,136,185,511
392,393,715,1240
46,582,1116,1612
83,480,880,1200
13,549,1021,1114
25,532,966,1612
175,331,334,948
78,161,486,807
162,816,818,1163
84,86,92,1593
4,188,807,1145
47,123,151,1494
25,78,131,155
422,1116,1164,1276
84,230,1114,1270
15,266,944,951
175,523,534,1116
9,86,384,948
175,1329,1501,1995
190,276,803,1502
553,807,816,1575
22,175,258,590
136,807,875,1164
190,195,807,1126
520,807,1329,1373
84,149,547,953
224,351,411,2107
322,985,1502,2125
13,1163,1164,1275
162,815,1395,2087
123,242,815,1116
56,91,210,796
47,520,939,1234
47,149,1162,1245
47,957,1124,2159
190,582,1133,1612
303,334,803,1329
17,248,476,799
807,816,1163,1957
13,550,1183,1329
177,484,807,1163
815,816,1162,1245
